Model,Value
BIOME-BGC_SG1, 0.03230189 
CLASS-CTEM-N_SG1, 0.01039543 
CLM4_SG1, 0.01032247 
CLM4VIC_SG1, 0.01417971 
DLEM_SG1, 0.0153348 
GTEC_SG1, 0.005660229 
LPJ-wsl_SG1, 0.01967906 
ORCHIDEE-LSCE_SG1, 0.01618574 
SiB3_SG1, 0.004152084 
SiBCASA_SG1, 0.006123145 
TEM6_SG1, 0.007778309 
VEGAS2.1_SG1, 0.0127494 
VISIT_SG1, 0.022976 
