Model,Value
BIOME-BGC_SG1, 0.004210907 
CLASS-CTEM-N_SG1, 0.00421775 
CLM4_SG1, 0.002181302 
CLM4VIC_SG1, 0.004444549 
DLEM_SG1, 0.01223315 
GTEC_SG1, 0.01069094 
LPJ-wsl_SG1, 0.01053104 
ORCHIDEE-LSCE_SG1, 0.006872242 
SiB3_SG1, 0.002318228 
SiBCASA_SG1, 0.001792949 
TEM6_SG1, 0.008528181 
VEGAS2.1_SG1, 0.005018441 
VISIT_SG1, 0.009526446 
